ID,Date,PRCP,SNOW,TMAX,TMIN,TAVG,AWND,BikeRides,Holiday,Month,Weekday
659,25/10/2016,0.0,0.0,17.8,8.3,13.1,5.0,11181,0,10,1
660,26/10/2016,0.0,0.0,14.4,5.0,10.4,2.1,10697,0,10,2
661,27/10/2016,0.8,0.0,17.2,10.0,12.9,3.3,9280,0,10,3
662,28/10/2016,0.0,0.0,17.2,8.3,14.4,5.6,10627,0,10,4
663,29/10/2016,0.0,0.0,23.9,6.7,13.9,3.8,11615,0,10,5
664,30/10/2016,0.0,0.0,26.7,14.4,18.8,4.1,10902,0,10,6
665,31/10/2016,0.0,0.0,16.7,8.9,15.1,3.8,10726,0,10,0
666,01/11/2016,0.0,0.0,16.1,8.9,12.1,2.6,11369,0,11,1
667,02/11/2016,0.0,0.0,22.8,11.7,15.8,2.4,12123,0,11,2
668,03/11/2016,0.0,0.0,28.3,14.4,19.3,4.1,11958,0,11,3
669,04/11/2016,0.0,0.0,18.3,9.4,16.6,5.1,11980,0,11,4
670,05/11/2016,0.0,0.0,20.6,6.7,13.1,2.6,11303,0,11,5
671,06/11/2016,0.0,0.0,21.1,10.0,14.9,4.2,9840,0,11,6
672,07/11/2016,0.0,0.0,16.1,6.7,11.7,2.6,10155,0,11,0
673,08/11/2016,0.0,0.0,20.0,5.0,10.9,2.3,12026,0,11,1
674,09/11/2016,4.8,0.0,18.9,10.6,14.2,4.6,7399,0,11,2
675,10/11/2016,0.0,0.0,17.2,6.7,11.8,5.0,10251,0,11,3
676,11/11/2016,0.0,0.0,19.4,7.8,13.2,5.9,9848,1,11,4
677,12/11/2016,,0.0,11.7,2.8,8.7,3.6,8327,0,11,5
678,13/11/2016,0.0,0.0,17.8,0.6,7.6,2.4,8155,0,11,6
679,14/11/2016,0.0,0.0,13.3,2.2,8.4,1.7,9210,0,11,0
680,15/11/2016,0.0,0.0,18.9,9.4,12.6,3.0,10395,0,11,1
681,16/11/2016,0.5,0.0,19.4,5.0,11.5,3.0,10046,0,11,2
682,17/11/2016,0.0,0.0,17.2,6.7,12.1,2.9,10495,0,11,3
683,18/11/2016,0.0,0.0,21.1,5.0,12.1,1.7,11253,0,11,4
684,19/11/2016,1.3,0.0,22.2,5.6,12.3,4.5,8247,0,11,5
685,20/11/2016,0.0,0.0,8.3,2.8,5.8,8.9,3826,0,11,6
686,21/11/2016,0.0,0.0,8.3,2.2,4.2,5.7,6826,0,11,0
687,22/11/2016,0.0,0.0,10.6,1.1,4.8,4.5,7626,0,11,1
688,23/11/2016,0.0,0.0,10.6,0.0,5.8,1.4,6903,0,11,2
689,24/11/2016,0.0,0.0,13.9,6.1,9.4,1.0,3328,1,11,3
690,25/11/2016,0.0,0.0,14.4,6.7,9.8,1.6,5831,0,11,4
691,26/11/2016,0.0,0.0,11.1,5.6,9.2,5.6,4991,0,11,5
692,27/11/2016,0.0,0.0,12.2,3.9,7.5,2.6,4867,0,11,6
693,28/11/2016,0.0,0.0,12.2,1.7,6.4,2.9,8027,0,11,0
694,29/11/2016,3.0,0.0,17.2,8.9,11.9,2.2,6331,0,11,1
695,30/11/2016,9.7,0.0,20.6,11.1,15.5,2.7,6170,0,11,2
696,01/12/2016,3.6,0.0,17.2,8.3,13.8,5.2,9131,0,12,3
697,02/12/2016,0.0,0.0,12.8,6.7,9.0,5.7,8411,0,12,4
698,03/12/2016,0.0,0.0,10.6,5.6,7.8,6.0,6209,0,12,5
699,04/12/2016,1.3,0.0,8.3,3.3,5.9,3.3,5264,0,12,6
700,05/12/2016,4.6,0.0,13.9,4.4,7.8,3.8,8210,0,12,0
701,06/12/2016,26.2,0.0,7.8,5.6,7.0,4.4,3893,0,12,1
702,07/12/2016,0.0,0.0,11.1,2.8,7.9,3.3,8655,0,12,2
703,08/12/2016,0.0,0.0,8.9,1.1,6.2,3.9,7993,0,12,3
704,09/12/2016,0.0,0.0,5.0,-1.0,1.9,6.0,6419,0,12,4
705,10/12/2016,0.0,0.0,3.9,-3.2,0.7,4.4,4202,0,12,5
706,11/12/2016,0.0,0.0,6.1,-1.6,0.7,3.2,3815,0,12,6
707,12/12/2016,4.1,0.0,13.3,5.0,7.1,4.5,7037,0,12,0
708,13/12/2016,0.0,0.0,8.3,4.4,6.6,2.4,7743,0,12,1
709,14/12/2016,0.0,0.0,9.4,2.8,5.7,3.4,7610,0,12,2
710,15/12/2016,0.0,0.0,4.4,-7.7,0.2,7.6,4556,0,12,3
711,16/12/2016,0.0,0.0,-1.0,-8.2,-5.9,3.4,4517,0,12,4
712,17/12/2016,6.6,0.0,10.0,-2.1,-0.1,3.7,2319,0,12,5
713,18/12/2016,0.3,0.0,19.4,2.2,10.2,7.5,3313,0,12,6
714,19/12/2016,0.0,0.0,3.9,-0.5,1.8,4.3,6328,0,12,0
715,20/12/2016,0.0,0.0,2.8,-3.2,-0.3,2.3,6106,0,12,1
716,21/12/2016,0.0,0.0,8.9,-2.7,2.7,2.2,6587,0,12,2
717,22/12/2016,0.0,0.0,15.6,1.7,6.7,4.6,6187,0,12,3
718,23/12/2016,0.0,0.0,8.9,-0.5,4.3,2.6,4209,0,12,4
719,24/12/2016,13.7,0.0,8.9,2.2,5.9,-2.7,1372,0,12,5
720,25/12/2016,0.0,0.0,10.6,1.7,5.9,1.7,2155,1,12,6
721,26/12/2016,0.0,0.0,9.4,2.8,5.4,2.7,2361,1,12,0
722,27/12/2016,0.0,0.0,20.0,9.4,13.1,5.3,5803,0,12,1
723,28/12/2016,0.0,0.0,11.1,2.8,9.2,3.5,6396,0,12,2
724,29/12/2016,6.1,0.0,11.1,1.7,5.7,3.6,4254,0,12,3
725,30/12/2016,0.0,0.0,6.7,0.0,4.3,5.1,4447,0,12,4
726,31/12/2016,0.0,0.0,9.4,-2.1,2.9,5.8,3217,0,12,5
